0.000000, 0.000000, 0.000000, 0.000000, 
0.000016, 0.000016, 0.000000, 0.000000, 
0.000032, 0.000032, 0.000000, 0.000000, 
0.000047, 0.000047, 0.000000, 0.000000, 
0.000063, 0.000063, 0.000000, 0.000000, 
0.000079, 0.000079, 0.000000, 0.000000, 
0.000095, 0.000095, 0.000000, 0.000000, 
0.000111, 0.000111, 0.000000, 0.000000, 
0.000127, 0.000127, 0.000000, 0.000000, 
0.000143, 0.000142, 0.000000, 0.000000, 
0.000158, 0.000158, 0.000000, 0.000000, 
0.000174, 0.000174, 0.000000, 0.000000, 
0.000190, 0.000190, 0.000000, 0.000000, 
0.000206, 0.000206, 0.000001, 0.000000, 
0.000222, 0.000221, 0.000001, 0.000000, 
0.000238, 0.000237, 0.000001, 0.000000, 
0.000253, 0.000253, 0.000001, 0.000000, 
0.000269, 0.000269, 0.000001, 0.000000, 
0.000285, 0.000285, 0.000001, 0.000000, 
0.000301, 0.000301, 0.000001, 0.000000, 
0.000317, 0.000316, 0.000001, 0.000000, 
0.000333, 0.000332, 0.000002, 0.000000, 
0.000349, 0.000348, 0.000002, 0.000000, 
0.000364, 0.000364, 0.000002, 0.000000, 
0.000380, 0.000380, 0.000002, 0.000000, 
0.000396, 0.000395, 0.000002, 0.000000, 
0.000412, 0.000411, 0.000002, 0.000000, 
0.000428, 0.000427, 0.000003, 0.000000, 
0.000444, 0.000443, 0.000003, 0.000000, 
0.000460, 0.000459, 0.000003, 0.000000, 
0.000475, 0.000475, 0.000003, 0.000000, 
0.000491, 0.000490, 0.000003, 0.000000, 
0.000507, 0.000506, 0.000004, 0.000000, 
0.000523, 0.000522, 0.000004, 0.000000, 
0.000539, 0.000538, 0.000004, 0.000000, 
0.000555, 0.000554, 0.000004, 0.000000, 
0.000571, 0.000570, 0.000004, 0.000000, 
0.000586, 0.000585, 0.000005, 0.000000, 
0.000602, 0.000601, 0.000005, 0.000000, 
0.000618, 0.000617, 0.000005, 0.000000, 
0.000634, 0.000633, 0.000006, 0.000000, 
0.000650, 0.000649, 0.000006, 0.000000, 
0.000666, 0.000665, 0.000006, 0.000000, 
0.000682, 0.000680, 0.000006, 0.000000, 
0.000698, 0.000696, 0.000007, 0.000000, 
0.000713, 0.000712, 0.000007, 0.000000, 
0.000729, 0.000728, 0.000007, 0.000000, 
0.000745, 0.000744, 0.000008, 0.000000, 
0.000761, 0.000760, 0.000008, 0.000000, 
0.000777, 0.000775, 0.000008, 0.000000, 
0.000793, 0.000791, 0.000009, 0.000000, 
0.000809, 0.000807, 0.000009, 0.000000, 
0.000825, 0.000823, 0.000009, 0.000000, 
0.000840, 0.000839, 0.000010, 0.000000, 
0.000856, 0.000855, 0.000010, 0.000000, 
0.000872, 0.000870, 0.000010, 0.000000, 
0.000888, 0.000886, 0.000011, 0.000000, 
0.000904, 0.000902, 0.000011, 0.000000, 
0.000920, 0.000918, 0.000012, 0.000000, 
0.000936, 0.000934, 0.000012, 0.000000, 
